Brand Name,Year,Car_variant,Selling Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Location
Honda WR-V,2019,1.5 i-DTEC VX MT ,862399,66974,Diesel,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2016,VXI AMT ,415499,74140,Petrol,Automatic,2nd Owner,Chennai
Hyundai NEW SANTRO,2019,SPORTZ 1.1 ,536357,61189,Petrol,Manual,1st Owner,Chennai
Honda Civic,2020,ZX CVT PETROL ,2016499,25480,Petrol,Automatic,1st Owner,Chennai
Maruti Wagon R 1.0,2018,VXI OPT AMT ,519199,28459,Petrol,Automatic,1st Owner,Chennai
Maruti Wagon R 1.0,2019,VXI AMT ,467999,61912,Petrol,Automatic,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI ,449999,58133,Petrol,Manual,1st Owner,Chennai
Hyundai i20 Active,2016,1.2 SX ,574899,93706,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2018,DELTA 1.2 K12 ,669099,63433,Petrol,Manual,1st Owner,Chennai
Hyundai Eon,2017,MAGNA PLUS ,326799,61339,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2019,VXI OPT. MT ,392499,43737,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2018,LXI ,341699,37131,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2019,VXI ,492099,25638,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2018,LXI ,340099,35182,Petrol,Manual,2nd Owner,Chennai
Maruti Wagon R 1.0,2018,VXI ,460361,49741,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2017,LXI ,318599,54014,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2017,LXI ,313799,64365,Petrol,Manual,1st Owner,Chennai
Maruti Alto,2021,VXI PLUS ,414599,27060,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2017,VXI (O) AMT ,414724,23386,Petrol,Automatic,2nd Owner,Chennai
Volkswagen Vento,2012,HIGHLINE DIESEL ,503799,54460,Diesel,Manual,1st Owner,Chennai
Maruti Ertiga,2019,ZXI Plus SHVS ,981499,41054,Petrol,Manual,2nd Owner,Chennai
Hyundai i10,2009,MAGNA 1.2 ,255199,64587,Petrol,Manual,2nd Owner,Chennai
Volkswagen Polo,2017,COMFORTLINE 1.2L PETROL ,563299,17174,Petrol,Manual,1st Owner,Chennai
Maruti Ertiga,2017,ZXI PLUS ,824899,47428,Petrol,Manual,1st Owner,Chennai
Toyota Innova Crysta,2016,2.4 ZX 7 STR ,1504999,277250,Diesel,Manual,1st Owner,Chennai
Tata TIGOR,2018,XZ 1.2 REVOTRON OPT ,496899,53302,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2017,RXL ,311799,96371,Petrol,Manual,1st Owner,Chennai
Honda City,2020,VX CVT PETROL ,1371399,20417,Petrol,Automatic,1st Owner,Chennai
Maruti Baleno,2019,DELTA 1.2 K12 ,653799,20529,Petrol,Manual,1st Owner,Chennai
MG HECTOR,2020,SHARP DCT PETROL ,1723899,8950,Petrol,Automatic,1st Owner,Chennai
Renault Kwid,2019,CLIMBER 1.0 AT ,493299,20618,Petrol,Automatic,1st Owner,Chennai
Hyundai Elite i20,2016,ASTA 1.4 CRDI ,588099,101947,Diesel,Manual,1st Owner,Chennai
Maruti Alto K10,2015,LXI ,267799,24280,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2016,VXI ,491599,21190,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2017,VXI ,511799,60612,Petrol,Manual,1st Owner,Chennai
Maruti Ritz,2014,ZXI ,423799,28929,Petrol,Manual,1st Owner,Chennai
Hyundai i10,2016,MAGNA 1.1 IRDE2 ,378599,28727,Petrol,Manual,2nd Owner,Chennai
Tata PUNCH,2021,PURE MT,778899,3129,Petrol,,1st Owner,Chennai
Maruti Alto 800,2013,LXI ,212099,84532,Petrol,Manual,3rd Owner,Chennai
MG HECTOR,2019,SHARP 2.0 DIESEL ,1682899,14736,Diesel,Manual,1st Owner,Chennai
Maruti Swift,2020,ZXI + AMT ,845855,20986,Petrol,Automatic,1st Owner,Chennai
Hyundai i20,2013,SPORTZ 1.2 VTVT ,426188,33973,Petrol,Manual,2nd Owner,Chennai
Maruti New Wagon-R,2020,VXI 1.0 ,508899,15270,Petrol,Manual,2nd Owner,Chennai
Maruti Dzire,2021,VXI ,759499,2031,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2014,LXI ,242799,40462,Petrol,Manual,3rd Owner,Chennai
Hyundai GRAND I10 NIOS,2021,SPORTZ PETROL ,728599,1911,Petrol,Manual,1st Owner,Chennai
Datsun Go Plus,2018,T ,448299,2372,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2014,VXI ,463799,37093,Petrol,Manual,2nd Owner,Chennai
Maruti Wagon R 1.0,2013,VXI ,373499,35262,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2015,VXI ,293399,30139,Petrol,Manual,2nd Owner,Chennai
Hyundai VENUE,2020,S MT 1.2 KAPPA ,857999,17390,Petrol,Manual,1st Owner,Chennai
Maruti Swift Dzire,2016,ZDI AMT ,606499,74813,Diesel,Automatic,2nd Owner,Chennai
Hyundai VENUE,2019,S MT Turbo GDI 1.0L ,843099,2353,Petrol,Manual,1st Owner,Chennai
Honda City,2015,V MT PETROL ,545899,80042,Petrol,Manual,3rd Owner,Chennai
Hyundai VENUE,2021,S Plus MT 1.2 Kappa ,928699,6122,Petrol,Manual,1st Owner,Chennai
Honda Amaze,2015,1.2 SMT I VTEC ,515199,9969,Petrol,Manual,1st Owner,Chennai
Hyundai VENUE,2020,S MT 1.2 KAPPA ,878299,26656,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2019,VXI AMT ,635599,61052,Petrol,Automatic,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,414299,23246,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2017,VXI ,552199,41300,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT ,555399,22693,Petrol,Manual,1st Owner,Chennai
Volkswagen Polo,2018,Trendline 1.0 L Petrol ,522249,47412,Petrol,Manual,2nd Owner,Chennai
Hyundai NEW SANTRO,2019,1.1 SPORTS AMT ,598299,10834,Petrol,Automatic,1st Owner,Chennai
Volkswagen Polo,2018,COMFORTLINE 1.0 PETROL ,528099,69205,Petrol,Manual,2nd Owner,Chennai
Maruti Vitara Brezza,2021,ZXI ,1040599,14038,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,ASTA 1.2 VTVT ,501499,69645,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2012,VXI ,339799,190277,Petrol,Manual,2nd Owner,Chennai
Renault TRIBER,2021,1.0 RXL PETROL ,643299,16515,Petrol,Manual,2nd Owner,Chennai
Hyundai VENUE,2021,S Plus MT 1.2 Kappa ,891599,7283,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2018,ZDI AMT ,680799,114177,Diesel,Automatic,1st Owner,Chennai
Maruti New Wagon-R,2019,VXI 1.2L ,526299,21592,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2017,VXI OPT ,557999,18908,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2016,LXI ,287399,18472,Petrol,Manual,2nd Owner,Chennai
Maruti Celerio,2018,VXI (O) ,430599,26238,Petrol,Manual,2nd Owner,Chennai
Maruti Celerio,2019,VXI ,541999,5842,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2014,VXI ,351899,32509,Petrol,Manual,2nd Owner,Chennai
Honda Amaze,2014,1.2 SX MT I VTEC ,451699,82815,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2015,1.5 TITANIUM TI VCT AT ,544899,79905,Petrol,Automatic,2nd Owner,Chennai
Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT ,579599,16361,Petrol,Manual,1st Owner,Chennai
Hyundai i10,2012,MAGNA 1.2 KAPPA2 ,313799,57656,Petrol,Manual,3rd Owner,Chennai
Renault TRIBER,2020,1.0 RXZ ,728399,9223,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2021,XZ+ 1.2 Revotron ,637599,22289,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,435299,15674,Petrol,Manual,1st Owner,Chennai
Maruti New Wagon-R,2019,VXI 1.2L ,499499,9704,Petrol,Manual,2nd Owner,Chennai
Hyundai i10,2016,MAGNA 1.1 IRDE2 ,378599,60094,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2019,XT 1.2 REVOTRON ,515799,34577,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,MAGNA 1.2 VTVT ,424599,32522,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2017,5 STR WITH AC PLUSHTR ,397699,27336,Petrol,Manual,1st Owner,Chennai
Honda Amaze,2021,1.2 SMT I VTEC ,731099,30912,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2020,RXT ,492999,17226,Petrol,Manual,1st Owner,Chennai
Maruti Vitara Brezza,2016,VDI ,704699,62209,Diesel,Manual,1st Owner,Chennai
Honda Jazz,2016,1.2 SV MT ,553399,36282,Petrol,Manual,1st Owner,Chennai
Hyundai Xcent,2017,S 1.2 ,465899,84095,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2020,XE 1.2 REVOTRON ,472399,36247,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2018,LXI ,324599,20048,Petrol,Manual,1st Owner,Chennai
Maruti Dzire,2018,VXI ,663499,6494,Petrol,Manual,1st Owner,Chennai
Hyundai Xcent,2014,S 1.2 OPT ,445899,51340,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2014,VXI ,264699,45262,Petrol,Manual,2nd Owner,Chennai
Maruti Dzire,2018,ZXI ,683899,57701,Petrol,Manual,1st Owner,Chennai
Hyundai Eon,2016,ERA PLUS ,304099,42236,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2016,ASTA 1.2 ,617999,29317,Petrol,Manual,1st Owner,Chennai
Jeep Compass,2017,2.0 LIMITED ,1425124,24777,Diesel,Manual,1st Owner,Chennai
Honda Brio,2016,1.2 S MT I VTEC ,401099,20209,Petrol,Manual,2nd Owner,Chennai
Hyundai Elite i20,2019,1.2 MAGNA PLUS VTVT ,675099,14924,Petrol,Manual,3rd Owner,Chennai
Maruti Swift,2016,ZXI ,497999,50245,Petrol,Manual,2nd Owner,Chennai
Renault TRIBER,2020,1.0 RXZ ,729188,23694,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2016,VXI ,400799,40816,Petrol,Manual,1st Owner,Chennai
Hyundai Verna,2019,1.6 SX+ VTVT AT ,1166599,25845,Petrol,Automatic,1st Owner,Chennai
Maruti Baleno,2017,ZETA 1.2 K12 ,633661,13644,Petrol,Manual,2nd Owner,Chennai
Volkswagen Ameo,2018,TRENDLINE 1.2 ,491499,30373,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2017,XZ 1.2 REVOTRON ,459599,28218,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2016,RXT ,342799,52533,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,401799,34411,Petrol,Manual,1st Owner,Chennai
Honda City,2016,S MT PETROL ,675999,24709,Petrol,Manual,2nd Owner,Chennai
Maruti Swift,2017,VXI OPT ,568099,33051,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2017,LXI OPT ,360799,12714,Petrol,Manual,1st Owner,Chennai
Hyundai Eon,2018,ERA PLUS ,336499,35163,Petrol,Manual,1st Owner,Chennai
Hyundai i10,2014,MAGNA 1.1 IRDE2 ,342199,50230,Petrol,Manual,2nd Owner,Chennai
Renault TRIBER,2019,1.0 RXT ,585399,29826,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2017,XZ 1.2 REVOTRON ,429599,84065,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT ,434299,25504,Petrol,Manual,1st Owner,Chennai
Tata TIAGO NRG,2019,PETROL,497799,57373,Petrol,,1st Owner,Chennai
Honda City,2016,V MT PETROL ,632499,54656,Petrol,Manual,3rd Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,397799,21087,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2018,VXI ,314999,10197,Petrol,Manual,2nd Owner,Chennai
Maruti Celerio,2017,VXI ,430099,25808,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2016,VXI ,491599,62827,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2015,VXI ,285699,51886,Petrol,Manual,2nd Owner,Chennai
Hyundai Grand i10,2013,SPORTZ 1.1 CRDI ,376599,69608,Diesel,Manual,2nd Owner,Chennai
Maruti Swift Dzire,2016,ZDI ,556199,167089,Diesel,Manual,1st Owner,Chennai
Hyundai i10,2015,MAGNA 1.1 IRDE2 ,340599,52480,Petrol,Manual,3rd Owner,Chennai
Hyundai Eon,2017,D LITE PLUS ,290799,22539,Petrol,Manual,2nd Owner,Chennai
Ford Ecosport,2020,1.5 TITANIUM PLUS TI VCT AT ,1046399,14198,Petrol,Automatic,2nd Owner,Chennai
Hyundai i10,2014,MAGNA 1.1 IRDE2 ,355999,49574,Petrol,Manual,1st Owner,Chennai
Maruti Swift Dzire,2013,VXI 1.2 BS IV ,410199,154154,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2017,5 STR WITH AC PLUSHTR ,402599,24362,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT ,446799,17429,Petrol,Manual,2nd Owner,Chennai
Maruti Alto 800,2014,LXI ,264599,54988,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2017,VX 1.2 ,614899,16921,Petrol,Manual,2nd Owner,Chennai
Maruti Baleno,2017,DELTA 1.2 K12 ,569799,34824,Petrol,Manual,2nd Owner,Chennai
Hyundai NEW SANTRO,2020,1.1 ERA EXICUTIVE ,478399,18622,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2019,RXL ,410999,31836,Petrol,Manual,1st Owner,Chennai
Jeep Compass,2018,2.0 LIMITED ,1430399,35739,Diesel,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,456099,32805,Petrol,Manual,2nd Owner,Chennai
Hyundai GRAND I10 NIOS,2019,Asta Petrol ,711799,11190,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI AMT ,403799,16047,Petrol,Automatic,3rd Owner,Chennai
Renault Kwid,2019,RXL ,424299,20271,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2015,1.5 TITANIUM TI VCT AT ,577249,76573,Petrol,Automatic,2nd Owner,Chennai
Maruti Alto 800,2015,LXI ,285399,40077,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2017,ZETA 1.2 K12 ,603099,43472,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2014,ASTA 1.4 CRDI ,539999,90866,Diesel,Manual,1st Owner,Chennai
Hyundai Elite i20,2019,1.2 MAGNA PLUS VTVT ,641399,41523,Petrol,Manual,1st Owner,Chennai
Maruti Ciaz,2017,ALPHA 1.4 VVT ,622499,53536,Petrol,Manual,3rd Owner,Chennai
Hyundai GRAND I10 NIOS,2021,SPORTZ PETROL ,728599,8920,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2017,VXI OPT ,569699,26289,Petrol,Manual,1st Owner,Chennai
Maruti S PRESSO,2020,VXI ,476199,3927,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2019,1.2 V MT ,730799,11673,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2021,7 STR ,526699,11184,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2017,LXI ,305699,14636,Petrol,Manual,1st Owner,Chennai
Maruti Dzire,2017,VXI ,653199,51783,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2019,VXI ,542799,16139,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2017,ZXI OPT AMT ,475999,51795,Petrol,Automatic,1st Owner,Chennai
Hyundai Creta,2017,1.6 SX CRDI,832199,124182,Diesel,,2nd Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,468099,22798,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2019,VX 1.2 ,764599,18214,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,441399,18899,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2014,MAGNA 1.2 ,460899,84541,Petrol,Manual,2nd Owner,Chennai
Ford New Figo,2017,1.5 TREND ,457899,74921,Diesel,Manual,2nd Owner,Chennai
Maruti Baleno,2019,DELTA 1.2 K12 ,631199,55196,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2018,LXI ,562199,48553,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,418799,18811,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2016,ASTA 1.2 ,589299,54626,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2018,XZ 1.2 REVOTRON ,523399,22961,Petrol,Manual,2nd Owner,Chennai
Honda Amaze,2015,1.2 SMT I VTEC ,479599,64491,Petrol,Manual,1st Owner,Chennai
Maruti Vitara Brezza,2018,ZDI ,802799,45003,Diesel,Manual,2nd Owner,Chennai
Maruti Swift,2015,VXI ,487599,67121,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,475099,35436,Petrol,Manual,1st Owner,Chennai
Hyundai GRAND I10 NIOS,2019,Asta Petrol ,712599,21215,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2019,1.1 SPORTS AMT ,598299,12467,Petrol,Automatic,1st Owner,Chennai
Maruti Eeco,2020,5 STR WITH AC PLUSHTR ,454299,26302,Petrol,Manual,1st Owner,Chennai
Maruti Ciaz,2017,ALPHA 1.3 DDIS SHVS ,774099,44079,Diesel,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,485499,20582,Petrol,Manual,2nd Owner,Chennai
Honda City,2014,VX MT PETROL ,595499,72187,Petrol,Manual,2nd Owner,Chennai
Maruti Swift,2017,VXI ,562399,46402,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2018,VXI ,486599,20161,Petrol,Manual,1st Owner,Chennai
Volkswagen Vento,2019,1.2 TSI HIGHLINE PLUS AT ,932399,23852,Petrol,Automatic,2nd Owner,Chennai
Maruti Wagon R 1.0,2017,VXI OPT ,408099,42356,Petrol,Manual,2nd Owner,Chennai
Maruti Baleno,2019,DELTA 1.2 K12 ,681244,42116,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT ,590799,28636,Petrol,Manual,1st Owner,Chennai
Honda City,2017,V MT PETROL ,777599,66192,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2015,ASTA 1.2 ,529599,79163,Petrol,Manual,3rd Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,475399,7493,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2016,LXI ,279499,75081,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,ASTA 1.2 AT VTVT ,500399,50256,Petrol,Automatic,2nd Owner,Chennai
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,807599,22511,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2016,1.5TITANIUM TDCI ,613499,81582,Diesel,Manual,2nd Owner,Chennai
Hyundai NEW SANTRO,2018,1.1 SPORTS AMT ,534099,35640,Petrol,Automatic,1st Owner,Chennai
Renault Kwid,2016,RXT ,325299,75571,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2013,VXI ,360699,48953,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2017,1.5 TDCI TITANIUM PLUS ,693999,90047,Diesel,Manual,2nd Owner,Chennai
Ford Figo Aspire,2018,1.2 TITANIUM PETROL ,589399,14545,Petrol,Manual,2nd Owner,Chennai
Maruti Eeco,2020,5 STR WITH AC PLUSHTR ,490799,7734,Petrol,Manual,1st Owner,Chennai
Maruti Dzire,2017,VDI AMT ,618799,93752,Diesel,Automatic,1st Owner,Chennai
Hyundai NEW SANTRO,2018,1.1 SPORTS AMT ,565199,9926,Petrol,Automatic,1st Owner,Chennai
Maruti Alto 800,2017,LXI ,302399,16645,Petrol,Manual,2nd Owner,Chennai
Maruti Celerio,2017,ZXI OPT AMT ,448199,80704,Petrol,Automatic,1st Owner,Chennai
Hyundai Eon,2016,ERA PLUS ,310199,39984,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2019,1.1 SPORTS AMT ,572099,9004,Petrol,Automatic,1st Owner,Chennai
Renault Kwid,2016,RXT ,351599,48004,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2016,VXI ,443999,22036,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,439999,29145,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2017,LXI ,290999,68061,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2018,Magna Executive Diesel ,689299,48292,Diesel,Manual,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,471199,12519,Petrol,Manual,1st Owner,Chennai
Nissan Micra,2017,XV CVT ,571599,28805,Petrol,Automatic,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,425499,17682,Petrol,Manual,2nd Owner,Chennai
Maruti S PRESSO,2021,VXI PLUS ,461999,5141,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2018,VXI ,524399,7286,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,481499,32470,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2019,VXI ,485599,49887,Petrol,Manual,1st Owner,Chennai
Nissan Micra,2015,XL CVT (PETROL) ,441799,60760,Petrol,Automatic,1st Owner,Chennai
Hyundai Grand i10,2017,MAGNA 1.2 KAPPA VTVT ,438299,59844,Petrol,Manual,2nd Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,458199,32316,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2016,VXI ,386399,15708,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2017,VXI ,562399,59949,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2017,DELTA 1.2 K12 ,609899,21285,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2017,1.2 SV MT ,556499,72327,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2016,RXT ,349599,47638,Petrol,Manual,1st Owner,Chennai
Jeep Compass,2018,LIMITED O 1.4 AT ,1486799,36654,Petrol,Automatic,1st Owner,Chennai
Maruti Baleno,2019,DELTA 1.2 K12 ,701399,14506,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2015,SPORTZ 1.2 ,548699,77138,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,479199,56248,Petrol,Manual,2nd Owner,Chennai
Maruti S PRESSO,2021,VXI AGS ,557199,4242,Petrol,Automatic,1st Owner,Chennai
Hyundai Eon,2016,MAGNA PLUS OPTIONAL ,327699,27458,Petrol,Manual,1st Owner,Chennai
Hyundai VENUE,2019,1.0 SX TURBO GDI DUAL TONE ,954199,64270,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2017,RXT 1.0 EASY-R AT OPTION ,404499,65181,Petrol,Automatic,1st Owner,Chennai
Maruti Alto K10,2017,VXI ,339299,17927,Petrol,Manual,2nd Owner,Chennai
Hyundai Grand i10,2017,SPORTS 1.2 VTVT ,472399,42461,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,462599,25534,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2018,VXI ,314999,72412,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2019,RXL ,403399,62631,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI ,448099,13363,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT ,443999,52612,Petrol,Manual,2nd Owner,Chennai
Honda City,2020,ZX MT PETROL ,1280249,9277,Petrol,Manual,2nd Owner,Chennai
Renault Kwid,2018,RXT 1.0 EASY-R AT OPTION ,443199,16706,Petrol,Automatic,1st Owner,Chennai
Hyundai GRAND I10 NIOS,2019,Asta Petrol ,660199,26560,Petrol,Manual,1st Owner,Chennai
Hyundai GRAND I10 NIOS,2019,Asta Petrol ,704599,28827,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2018,ASTA 1.1 MT ,530699,41241,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2017,RXT 1.0 EASY-R AT ,369299,55925,Petrol,Automatic,1st Owner,Chennai
Maruti Wagon R 1.0,2018,VXI ,427899,70250,Petrol,Manual,1st Owner,Chennai
Mahindra TUV300,2016,T8 ,639399,108938,Diesel,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2016,VXI ,441399,17442,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2015,ASTA 1.2 VTVT ,470199,39961,Petrol,Manual,2nd Owner,Chennai
Volkswagen Ameo,2019,Trendline 1.0 ,592599,37382,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,ASTA 1.2 (O) VTVT ,506999,26707,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2017,VX 1.2 ,608649,54063,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2015,VXI ,300999,60307,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2015,ASTA 1.2 VTVT ,424899,81031,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2019,1.2 ASTA (O) CVT ,798699,37619,Petrol,Automatic,2nd Owner,Chennai
Maruti Baleno,2018,DELTA 1.2 K12 ,610599,19044,Petrol,Manual,2nd Owner,Chennai
Hyundai i20 Active,2015,1.2 S ,547299,101847,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2017,1.4 CRDI ASTA (O) ,667199,95155,Diesel,Manual,1st Owner,Chennai
Hyundai Grand i10,2017,SPORTS 1.2 VTVT ,471799,44240,Petrol,Manual,2nd Owner,Chennai
Hyundai Eon,2018,ERA PLUS ,339999,12080,Petrol,Manual,2nd Owner,Chennai
Maruti Wagon R 1.0,2014,VXI ,355171,54684,Petrol,Manual,2nd Owner,Chennai
Hyundai Elite i20,2016,MAGNA 1.2 ,534799,117893,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2015,1.5AMBIENTE TI VCT ,533699,85957,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2018,VXI ,469999,16691,Petrol,Manual,3rd Owner,Chennai
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,477799,60523,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI ,427399,30695,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI OPT ,460499,11243,Petrol,Manual,1st Owner,Chennai
Maruti Vitara Brezza,2018,ZDI ,791799,61172,Diesel,Manual,1st Owner,Chennai
Hyundai Grand i10,2017,Sportz(O) 1.2 MT,489525,39649,Petrol,,1st Owner,Chennai
Renault Kwid,2017,1.0 RXT Opt ,368899,22783,Petrol,Manual,1st Owner,Chennai
